Classify each issue. Output EXACTLY one line per issue: NUM|IS_BUG|ROOT_CAUSE|BUG_CAT|SVC_AREA. IS_BUG:yes/no. ROOT_CAUSE:sdk_code_defect/service_behavior/codegen/build_ci/user_error/dependency/not_a_bug. BUG_CAT:serialization/connection_retry/auth/type_error/memory_lifecycle/streaming/platform_compat/error_handling/perf/api_surface/other/none. SVC_AREA:storage/identity/service_bus/event_hubs/openai/core/communication/search/monitor/keyvault/cosmos/app_config/arm_mgmt/ai_ml/other. not_a_bug=deprecation/question/docs/feature. Output ONLY lines.

#32939|closed|bug, Event Hubs, Client, customer-reported|[BUG] Event Hub Client crashes on null data body|**Describe the bug** Event Consumer of Java Event Hub SDK fails when processing
#32854|closed|bug, Client, customer-reported, needs-team-attention, azure-|[Bug] Use key vault certificate to use as authentication source in Spring/webflu|**Query/Question** unable to choose the alias key for keymanager for the reques
#32816|closed|bug, Client, azure-spring, azure-spring-eventhubs|[BUG] Default partition behavior should be a round-robin assignment when using S|**Describe the bug** The EventHubs has a [default round-robin assignment](https:
#32810|closed|bug, Container Registry, Client|[BUG] ACR digest and tag issues|1. Tags API does not accept digests, but we use it here  https://github.com/Az
#32793|closed|question, bug, Service Bus, Client, customer-reported|ServiceBus using managed indentity has error|ASB Transient error occurred while connecting through ManagedIdentity  {"az.sd
#32779|closed|bug, customer-reported, azure-spring, azure-spring-aad|[BUG] Spring Cloud: OAuth2 fails if group information cannot be loaded|### Bug description When switching from `HttpURLConnection` to `RestTemplate` f
#32777|closed|bug, Client, azure-spring|[BUG] Message header 'source-type' should be eventhubs not kafka when using Spri|**Describe the bug** When the partition properties are configured, a new header 
#32739|closed|bug, Service Bus, Service Attention, Mgmt, needs-author-feed|[BUG] No registered resource provider found for location 'chinanorth2' and API v|**Describe the bug**  We upgraded `azure-resourcemanager` from 2.17.0 to a new
#32707|closed|question, bug, Client, customer-reported, azure-spring|Mention Spring version compatibility| There's no mention of version compatibility here. As far as I can see, the cur
#32679|closed|bug, Client, customer-reported, needs-team-attention, needs-|[BUG] Spring boot 3.0.0 spring.factories has been removed|**Describe the bug** Spring Boot 3.0.0 "spring.factories" has been removed. The
#32657|closed|question, bug, Storage, Client, customer-reported|EncryptedBlobAsyncClient- Upload blob- getting NullPointerException @BlobParalle|**Describe the bug** Using the most recent SDK to avoid providing the InputStre
#32424|closed|bug, Client, customer-reported, needs-team-attention, needs-|[BUG] spring-cloud-sleuth breaks BlobContainerClient initialization|**Describe the bug** When declaring BlobContainerClient as a Spring bean (using
#32280|closed|bug, Client, azure-spring, azure-spring-keyvault|[BUG] azure-spring-boot-starter-keyvault-certificates can't work in Azure Contan|**Describe the bug** Applications dependend on azure-spring-boot-starter-keyvaul
#32255|closed|question, bug, Storage, Client, customer-reported|[BUG] NPE at com.azure.storage.blob.specialized.BlockBlobAsyncClient.lambda$uplo|**Describe the bug** I'm trying to upload to a blob container 5 dummy files.  B
#32235|closed|bug, Client, azure-spring, azure-spring-4.0|[BUG] Warning logs about client properties while using Kafka passwordless functi|**Describe the bug** When using Kafka passwordless connection function, there a
#32123|closed|bug, Client, azure-spring, azure-spring-docs|[BUG] Application for passwordless connections to Azure Event Hubs for Kafka are|**Describe the bug** According to this [migration guide](https://learn.microsof
