Classify each issue. Output EXACTLY one line per issue: NUM|IS_BUG|ROOT_CAUSE|BUG_CAT|SVC_AREA. IS_BUG:yes/no. ROOT_CAUSE:sdk_code_defect/service_behavior/codegen/build_ci/user_error/dependency/not_a_bug. BUG_CAT:serialization/connection_retry/auth/type_error/memory_lifecycle/streaming/platform_compat/error_handling/perf/api_surface/other/none. SVC_AREA:storage/identity/service_bus/event_hubs/openai/core/communication/search/monitor/keyvault/cosmos/app_config/arm_mgmt/ai_ml/other. not_a_bug=deprecation/question/docs/feature. Output ONLY lines.
#35584|closed|bug, Azure.Core, customer-reported, needs-team-attention, de|[BUG] NPE arising from use of FieldBuilder.build on immutable class|**Describe the bug** Using FieldBuilder on an immutable class results in a Null
#35567|closed|bug, Client, Azure.Core|[BUG] azure-core-serializer-json-jackson tests failed but Dependency Version Ove|**Describe the bug** 1. After upgrading Jackson version to 2.15.0, using the la
#35340|closed|bug, Storage, Client, customer-reported, needs-team-attentio|[BUG] azure-storage-blob-nio can't copy file with SAS token creds|**Describe the bug** I cannot use the Azure Storage Blob NIO library to `copy` 
#35297|closed|bug, Service Bus, Client|[BUG] NullPointerException using session receiver and tracing|**Describe the bug** java.lang.NullPointerException encountered when tracing is
#35235|closed|bug, Client, azure-spring, azure-spring-servicebus, azure-sp|[BUG] The retry options under the spring.cloud.azure.eventhubs.consumer are not |**Describe the bug** The retry functionality does not work, since the below con
#35221|closed|bug, Cosmos, Client, azure-spring, azure-spring-cosmos|[BUG] Spring Custom PK is not Working Properly|**Describe the bug** When trying to use a custom PK with Spring Data Cosmos, th
#35165|closed|question, bug, Search, customer-reported|SearchAnalyzer and IndexAnalyzer are overriden?|Hello, I was trying to follow this guide [Partial Word Search](https://blog.clou
#34968|closed|bug, Cosmos, Client, cosmos:v4-item|[BUG]Channel close metrics when channel reset|when injecting channel reset, the channel close metrics does not reflect properl
#34938|closed|bug, KeyVault, Client|[BUG] azure-security-keyvault-secrets throw NPE when used in GraalVM native imag|**Describe the bug** I use `azure-security-keyvault-secrets` SDK to get secrets
#34893|closed|bug, Event Hubs, Client, customer-reported|[BUG] ClassNotFoundException: io.opentelemetry.javaagent.instrumentation.opentel|**Describe the bug** Similar to https://github.com/Azure/azure-sdk-for-java/iss
#34857|closed|bug, Cosmos, Client|[BUG] UserAgentSuffix value is not getting set|**Describe the bug** Client using Java SDK 4.19.0 is trying to set userAgentSuf
#34849|open|bug, Cosmos, Client, customer-reported, needs-author-feedbac|[BUG] Spring @DateTimeFormat(iso = ISO.DATE_TIME) not working with Cosmos DB|**Describe the bug** Despite expecting ISO-8601 string to be stored, the dateti
#34848|closed|bug, AAD, Mgmt, customer-reported, issue-addressed|[BUG] Public key could not be uploaded to applications or service principals|**Describe the bug** Public key cannot be uploaded for either an Application or
#34808|closed|bug, Storage, Client, customer-reported, needs-author-feedba|Azure Blob Storage SDK async upload large files consuming very high heap memory |**Query/Question** We are using azureBlobAysncClient upload method for large fi
#34741|closed|bug, Client, customer-reported, Tables|[BUG] com.azure.data.tables.TableClient - updateEntityWithResponse does not cons|**Describe the bug** Method updateEntityWithResponse in TableClient does not co
#34477|closed|question, bug, Client, customer-reported, needs-team-triage|[BUG] Feature Management in App Configuration with spring profile requires expli|**Describe the bug** I have a spring boot 2.7.9 app that reads feature flags fr
#34454|closed|bug, Storage, Client, customer-reported, needs-team-attentio|[BUG]downloadToFile method has NPE error on 12.20.1 or newer version of azure-st|**Describe the bug**  When using downloadToFile method, NPE happens in case of
#34430|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] Trying to create container for SAS token|**Describe the bug** When using a `ResourceLoader.getResource()` in the `com.az
#34387|closed|bug, Client, Azure.Identity|[BUG] Azure CLI auth fails when tenant is organizations|**Describe the bug** This issue is observed when we upgrade the azure-sdk-bom f
#34259|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] Azure spring boot java SDK for key-vault will return http 401 code then re|Using the below SDK but will see the http 401 code response then a http 200 code
#34217|closed|bug|Test issue|
#34210|closed|bug, Monitor, Client, customer-reported, needs-team-attentio|missing links in monitor query readme.md|missing links in this text *You can authenticate with Azure Active Directory us
#34062|closed|question, bug, Service Bus, Client, customer-reported|[BUG] ServiceBusReceiver stops receiving messages after 4h without traffic|**Describe the bug** When a receiver receives messages via the service bus and 
#33879|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] Token Credential to AppConfiguration not working with Spring Boot 3|**Describe the bug** Upgrading application from Spring Boot 2.7.8 using spring-
#33760|closed|question, bug, Cosmos, Client, customer-reported|[BUG] CosmosDb multi-region read/write failover issue with azure-spring-data-cos|**Describe the bug** We are currently using CosmosDb (NoSQL API) in our proof o
#33618|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] runSliceQuery from azure-spring-data-cosmos doesn't return specified numbe|**Describe the bug** runSliceQuery from azure-spring-data-cosmos doesn't return
#33587|closed|bug, Client, Cognitive - Metrics Advisor|Metrics Advisor Subscription and API Key Won't Change when Updated in Existing C|If the subscription and/or API keys are updated in `MetricsAdvisorKeyCredential`
#33463|closed|question, bug, Storage, Client, customer-reported|[BUG] Async Blob Storage - Max page size in search options is not being used cor|**Describe the bug** We've got a blocking API that uses the SDK to fetch and up
#33328|closed|bug, Client, graalvm|[BUG] Native build exception when using Azure Core with other SLF4J implementati|**Describe the bug** PR https://github.com/Azure/azure-sdk-for-java/pull/33144 
#33316|closed|bug, Service Bus, Client, customer-reported, pillar-reliabil|[BUG] ServiceBusSenderClient.sendMessages(Iterable<ServiceBusMessage>) silently |**Describe the bug** When using the function com.azure.messaging.servicebus.Ser
#33290|closed|bug, Client, Azure.Identity|[BUG] DefaultAzureCredential throws exception when azd is not installed|**Describe the bug** I was testing using the latest code on the main branch, bu
#33155|closed|bug, Cosmos, Client, customer-reported, needs-team-attention|[BUG] CosmosIndexingPolicy Fields Automatic and Mode not Being Honored|**Describe the bug** When setting both automatic and mode in the @CosmosIndexin
#33118|closed|bug, Client, customer-reported, needs-team-attention, needs-|[BUG] spring-cloud-azure-starter-servicebus-jms:5.0.0 not working|Something is wrong with this dependency new version: ``` <dependency>     <gr
#33009|closed|bug, azure-spring, azure-spring-keyvault, azure-spring-jca|[BUG] chooseClientAlias and chooseServerAlias will always return null in KeyVaul|**Describe the bug** Users may use AzureKeyVault to build restTemplates which en
