Classify each issue. Output EXACTLY one line per issue: NUM|IS_BUG|ROOT_CAUSE|BUG_CAT|SVC_AREA. IS_BUG:yes/no. ROOT_CAUSE:sdk_code_defect/service_behavior/codegen/build_ci/user_error/dependency/not_a_bug. BUG_CAT:serialization/connection_retry/auth/type_error/memory_lifecycle/streaming/platform_compat/error_handling/perf/api_surface/other/none. SVC_AREA:storage/identity/service_bus/event_hubs/openai/core/communication/search/monitor/keyvault/cosmos/app_config/arm_mgmt/ai_ml/other. not_a_bug=deprecation/question/docs/feature. Output ONLY lines.

#8023|closed|Cognitive Services, Service Attention, Client, customer-repo|LUIS AzureAccount APIs all return 400 because the SDK does not send Authorizatio|**Describe the bug** The [`azureaccounts` endpoints for the LUIS authoring API]
#7933|closed|Event Hubs, Service Attention, Client, customer-reported, bu|[BUG] ServiceFabricProcessor throws an unexpected exception|1. ProcessErrorAsync is called with the following exception:  ``` System.Obje
#7907|closed|Service Bus, Service Attention, customer-reported, bug|Getting Microsoft.Azure.ServiceBus.ServiceBusCommunicationException: The messagi|**Describe the bug** We are on Microsoft.Azure.ServiceBus 3.4.0 and our service
#7800|closed|Storage, Service Attention, Client, customer-reported, bug|Azure SDK GetFileReference incorrectly escaping spaces|[The](url) GetFileReference method is adding %2520 instead of %20 when creating 
#7783|closed|Event Hubs, Service Attention, Client, customer-reported, bu|[BUG]: Eventhub consumer group is case insensitive but storage is not|**Describe the bug** When using consumer groups there is a mismatch between wha
#7735|closed|Service Attention, Mgmt, customer-reported, bug, Web Apps|ListHybridConnections didnt return list|Extension method WebAppsOperationsExtensions.ListHybridConnections(IWebAppsOpera
#7708|closed|Event Hubs, Client, bug|Consumer EventData does not work if system time isn't UTC|Link : https://github.com/Azure/azure-sdk-for-net/blob/master/sdk/eventhub/Azure
#7659|closed|Storage, Client, bug, blocking-release|[BUG][Storage] SetMetadataAsync fails when blob name contains a space character|**Describe the bug** `UploadAsync` works properly when there's a space characte
#7658|closed|Storage, Client, bug, blocking-release|[BUG][Storage] Uploading Blob metadata with uppercase key fails|**Describe the bug** Uploading a blob with metadata to the Azure storage servic
#7472|closed|Event Hubs, Service Attention, Client, bug|[Track One] Tests for Service Fabric Processor error handling are unstable for C|# Summary  Exception tests for the `ServiceFabricProcessor` have recently begu
#7454|closed|Service Bus, Service Attention, Mgmt, customer-reported, bug|[BUG] Servicebus.ManagementClient enters permanent error state during failover|I [created an issue 19 days ago](https://github.com/Azure/azure-sdk-for-net/issu
#7435|closed|Event Hubs, Service Attention, Client, bug|[Track One] Tests for closing the Event Hub client are unstable during nightly r|# Summary  A recent change introduced new tests to verify the behavior that wh
#7305|closed|Event Hubs, Service Attention, Client, customer-reported, bu|[BUG] EventProcessorHost TypeLoadException|**Describe the bug** A TypeLoadException is thrown for 'Microsoft.WindowsAzure.
#7018|closed|Storage, Service Attention, Client, customer-reported, bug|Synchronous CloudBlockBlob UploadFrom... ASP.NET Regression 9.3.3 → 9.4.0+ for f|**Describe the bug** There is a defect or undocumented regression when migratin
#6813|closed|Service Bus, Service Attention, Client, customer-reported, b|7000 Failed AcceptMessageSession dependencies in AppInsight per hour|Crossposting original bug from [https://github.com/Azure/azure-service-bus-dotne
#6761|closed|Search, Client, customer-reported, bug|[Azure Search] Remove field value from index when not present in data source|**Query/Question** We are using Azure Search to index blobs and their metadata.
#6723|closed|Service Bus, Client, bug|[BUG] Renewal of messages is executed even if the message has been completed|**Describe the bug** Re-opening an issue for continued discussion of https://gi
#6722|closed|EngSys, bug|Release version requirements for services that use Core|We need to use binary composition for packages that depend on Core and lock to a
#6616|closed|Container Instances, Service Attention, Mgmt, customer-repor|[BUG] Missing StartWithHttpMessagesAsync in released ContainerInstance package|**Describe the bug** The IContainerGroupsOperations in the published nuget pack
#6612|closed|bug|Is azure's open source project dotnetty still under maintenance?|Hello,azure community            Please forgive me for submitting a issue here,
#6582|closed|Client, Azure.Core, bug|Record test broken|Change https://github.com/Azure/azure-sdk-for-net/pull/6546 broke the ability to
#6540|closed|Service Bus, Service Attention, customer-reported, bug|No active Transaction was found for ID|**Describe the bug**  When performing transactional processing (using `Transac
#6501|closed|Batch, Service Attention, Mgmt, customer-reported, bug|[BUG] AzureBatch CloudTask.CopyNodeFileContent* methods are always failing with |**Describe the bug** CloudTask.CopyNodeFileContent* methods are calling the wro
#6252|closed|Service Bus, Service Attention, Client, customer-reported, b|[BUG] Service Bus SubscriptionClient: Messages are no longer received when conne|**Describe the bug** We are using the service bus to receive messages in Xamari
#6187|closed|Service Bus, App Services, Service Attention, Mgmt, customer|[BUG] Multiple calls to RegisterSessionHandler hangs web app|**Describe the bug** When registering session handlers for multiple queues, a w
#6097|closed|Service Bus, Service Attention, Client, bug|The operation was canceled|**Describe the bug** I often get this error even I updated the nuget package to
#5995|closed|Event Hubs, Service Attention, Client, bug, test-reliability|ServiceFabricProcessor: HardGetRuntimeInfoFailure failing on .NET Framework |``` [xUnit.net 00:00:28.97]     Microsoft.Azure.EventHubs.Tests.ServiceFabricPr
#4853|closed|Monitor, customer-reported, bug, needs-team-attention|Monitor.Models.LogToMetricAction not available in nuget Package Microsoft.Azure.|The issue is related to the Swagger spec for ScheduledQueryRules API https://gi
#6031|closed|Service Bus, Service Attention, Client, bug|MessageSender abstraction is broken for Path when Send-Via is used|## Actual Behavior  `MessageSender` supports [Send-Via feature](https://docs.m
#4732|closed|Event Grid, Service Attention, bug|EventGrid: The attempt to validate the provided endpoint failed|I'm trying to create EventGridSubscription for Azure Function that uses _EventGr
#4575|closed|Event Grid, Service Attention, bug|Microsoft.Azure.EventGrid - Event Grid Client, PublishEventsAsync exception - "A|Visual Studio 2017 Enterprize Framework Net 4.5.1  Tried both debug and runni
#4482|closed|ARM, Service Attention, bug, ARM - Core, Docs|ResourceManager doesn't have SDK for latest version viz 2018-02-01, 2018-05-01|ResourceManager has swagger spec present for both API versions (https://github.c
#4468|closed|ARM, Service Attention, bug, ARM - Templates|ARM IntelliSense Bug: Use of deployment().name in uniqueString occures Error|Hi there,   I discovered some strange behaviour while I wrote an Azure Resourc
#4448|closed|Service Bus, Service Attention, bug|Application crash due to ServiceBusClientWebSocket.ConnectAsync|Under high load our app which uses servicebus eventhubs to send telemetry data f
#4429|closed|HDInsight, Service Attention, bug|Avro Scheme "default" and "doc" are missing|I've spent a lot of time trying to figure out how to add "default" or "doc" prop
#4236|closed|ARM, Service Attention, bug, ARM - Templates, Docs|Ref docs /// issue: DeploymentPropertiesExtended.ProvisioningState Property (Mic|@thepenguinmaster commented on [Wed Apr 04 2018](https://github.com/Azure/azure-
#4193|closed|Compute, Service Attention, bug|Unable to authenticate Compute SM SDK using AAD Token|Hi,  I’m trying to authenticate the Compute Service Management SDK (to access 
#4064|closed|HDInsight, Service Attention, bug|Unnecessary byte array is allocated when trying to decode a string|Hi,  I noticed that when decoding a string, Avro always tries to read the data
#4020|closed|ARM, Service Attention, bug, ARM - Core|Microsoft.Resources tests fail after regen from latest swagger|If you regen from latest Swagger there are a large number of changes and then th
#3904|closed|Service Bus, Service Attention, bug|Topic subscriptions pragmatically creation fail (.net core 2 / standard 2)|- I used Microsoft.Azure.Management.ServiceBus (https://github.com/Azure/azure-s
#3763|closed|Event Hubs, Service Attention, bug|Event Hubs Management API Version Mismatch|The latest version of the Event Hubs Management SDK uses API Version 2017-04-01.
#3088|closed|ARM, Service Attention, Mgmt, customer-reported, bug|.ResourceGroups.CreateOrUpdateAsync(.. silently fails with no error or exception|   Creating resource group with ResourceGroups.CreateOrUpdateAsync fails with no
#2979|closed|Logic App, Service Attention, bug|The request content is not valid and could not be deserialized: 'Could not find |Hello,  I am getting an error when trying to update the Logic App. The initial
#2812|closed|HDInsight, Service Attention, bug|Avro Serializer Null values issue.|Hello there i am new to Avro format, i am using data factory to copy azure sql d
#2783|closed|ARM, Service Attention, Mgmt, bug, ARM - Templates|AppServiceEnvironment Template issues|I found two issues while authoring RM template, hope you can route them to the r
#2557|closed|HDInsight, Service Attention, bug|DataContractResolver should throw a more specific error message for unsupported |Currently, the DataContractResolver throws if type.IsUnsupported() but the error
#2556|closed|HDInsight, Service Attention, bug|Avro uses an outdated Newtonsoft.Json package|https://github.com/Azure/azure-sdk-for-net/blob/master/src/ServiceManagement/HDI
#2521|closed|Resource Authorization, Service Attention, Mgmt, bug|ARM permissions ListForResource does not accommodate resources outside of resour|When calling the REST API directly, it's possible to query the current user's pe
#2504|closed|HDInsight, Service Attention, bug|Microsoft.Hadoop.Avro.Tools code generation not converting Avro doc strings to X|Avro schemas can be documented with "doc" fields in their schema definitions.  T
#2322|closed|HDInsight, Service Attention, bug|Microsoft Hadoop Avro .NET Core|I have been porting avro to .NET core.   https://github.com/welly87/Microsoft-Av
