Classify each issue. Output EXACTLY one line per issue: NUM|IS_BUG|ROOT_CAUSE|BUG_CAT|SVC_AREA. IS_BUG:yes/no. ROOT_CAUSE:sdk_code_defect/service_behavior/codegen/build_ci/user_error/dependency/not_a_bug. BUG_CAT:serialization/connection_retry/auth/type_error/memory_lifecycle/streaming/platform_compat/error_handling/perf/api_surface/other/none. SVC_AREA:storage/identity/service_bus/event_hubs/openai/core/communication/search/monitor/keyvault/cosmos/app_config/arm_mgmt/ai_ml/other. not_a_bug=deprecation/question/docs/feature. Output ONLY lines.
#29910|closed|bug, Client, customer-reported, azure-spring, azure-spring-s|[BUG] AadPropertiesConfiguration missing client-secret value if it is provided f|**Describe the bug** All examples for Spring boot and Azure SDK at https://docs
#29881|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] Non recoverable JMS connection caused by: java.lang.NullPointerException: |**Describe the bug** Consumer implemented with [spring-cloud-azure-starter-serv
#29863|closed|bug, Client, azure-spring, azure-spring-cosmos, azure-spring|[BUG]Update azure-spring-boot-starter-cosmos in MS docs|**Is your feature request related to a problem? Please describe.** [docs](https
#29646|closed|bug, Storage, Client, customer-reported|createBlobContainerIfNotExists prints error to console|When I try to use `createBlobContainerIfNotExists` it prints the following to my
#29618|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] Consumer concurrency property is not hornered by Spring Cloud Azure Stream|I have setup my spring cloud eventhub application using this doc https://docs.mi
#29564|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] Error when receiving messages from Azure servicebus using the claim-check |**Describe the bug** Error when receiving messages from Azure servicebus, gener
#29538|closed|bug, Service Bus, Client, customer-reported, needs-team-atte|[BUG] Number of Requested message are one but two message are locked - Azure Ser|**Describe the bug** When i try to retrieve only 1 message in with the java cli
#29398|closed|bug, Client, customer-reported, azure-spring|[QUERY] Can't connect to Azure Government - Spring-Cloud-Azure|I'm not sure if it's a question or an issue, so I'll try here first.  I am usi
#29339|closed|bug, Monitor, Client, customer-reported|[BUG] LogAnalytics Batch Queries - MaxServerTimeOut is always null |**Describe the bug** When creating LogAnalytics batch queries with QueryOptions
#29308|closed|bug, Client, Azure.Identity, tracking-external-issue, depend|[BUG] Credential persistence did not work in Mac M1|**Describe the bug** `TokenCredentialBuilder` (OAuth/Device Code) with tokenCac
#29289|closed|bug, Client, Azure.Core|[BUG] BinaryData.fromFile().toFluxByteBuffer/toByteBuffer prevents file from bei|Detected in [tests](https://dev.azure.com/azure-sdk/internal/_build/results?buil
#29243|closed|bug, Monitor|InnerError is not shown when LogsQueryClient completes with partial failure.| When there is a partial failure in LogsQueryClient, only the outer message is s
#28801|closed|bug, Client, customer-reported, needs-author-feedback, no-re|[BUG] KeyVaultKeyStore fails to authenticate behind proxy|**Describe the bug** When behind a proxy, `KeyVaultKeyStore` fails to authentic
#28790|closed|bug, Client, customer-reported, Azure.Identity|[BUG] KeyVaultPropertySource/KeyVaultOperation blocks forever|**Describe the bug** We use the Spring-Boot-Gradle-Plugin to build our apps. We
#28783|closed|bug, Storage, Client, customer-reported|[BUG] BuilderHelper doesn't pass clientOptions to HttpPipelineBuilder in buildPi|**Describe the bug** BuilderHelper doesn't pass clientOptions to HttpPipelineBu
#28754|closed|bug, Client, customer-reported, needs-team-attention, needs-|[BUG] The link is force detached Error of Service Bus JMS|**Describe the bug** I have an endpoint in my application that sends the receiv
#28752|closed|bug, Client, customer-reported, azure-spring, azure-spring-a|[BUG] Active-directory disabled by default when using starter - Isn't that count|When migrating to the to the spring-cloud-azure-starter-active-directory and ext
#28602|closed|bug, customer-reported, Docs, issue-addressed|Wrong link in document: "Azure Storage libraries for Java"|Where: https://docs.microsoft.com/en-us/java/api/overview/azure/storage?view=azu
#28560|closed|bug, Client, customer-reported, needs-author-feedback, azure|[BUG] Tomcat10 in Windows as a Service Problems|**Describe the bug** I was following the guidance provided by:  https://docs.mi
#28525|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] AzureTokenCredentialAutoConfiguration fails with multiple ThreadPoolTaskEx|**Describe the bug** If there are multiple `ThreadPoolTaskExecutor`s in the Spr
#28464|closed|bug, Client, customer-reported, needs-team-attention, needs-|Not able to use fileshare and blob together using connection-string (spring-clou|Below is the application.yml (using spring-cloud-azure 4.0.0) which specifies bo
#28369|closed|bug, test bug, Mgmt - Track 2|Fix Failing ResourceManagerHybrid Tests|Resource manager hybrid tests began failing recently due to `IllegalAccessError`
#28357|closed|bug, Client, customer-reported, azure-spring, azure-spring-s|[BUG] reactor.core.Exceptions$OverflowException: Could not emit tick 256 due to |**Describe the bug** When starting a new Spring Cloud Stream Service Bus Binder
#28341|closed|bug, Cosmos, Client, customer-reported, azure-spring-cosmos|[BUG] Defining a POJO with BigDecimal fields causes runtime error when trying to|**Describe the bug** Defining a POJO with BigDecimal fields causes runtime erro
#28337|closed|bug, Service Bus, Client, customer-reported, needs-team-atte|[BUG] ServiceBusSessionReceiverClient.acceptNextSession returns null|**Describe the bug**  ServiceBusSessionReceiverClient acceptNextSession return
#28312|closed|bug, Client, customer-reported, azure-spring|[BUG] Properties migration via spring-boot-properties-migrator causes startup pr|If I add the `spring-boot-properties-migrator` as described in the [Spring Cloud
#28307|closed|bug, Client, azure-spring, azure-spring-servicebus, azure-sp|[BUG] ServiceBusJmsAutoConfiguration gets triggered when lacking of necessary se|**Describe the bug** For Spring Cloud Azure 4.0.0, the condition for *com.azure
