Classify each issue. Output EXACTLY one line per issue: NUM|IS_BUG|ROOT_CAUSE|BUG_CAT|SVC_AREA. IS_BUG:yes/no. ROOT_CAUSE:sdk_code_defect/service_behavior/codegen/build_ci/user_error/dependency/not_a_bug. BUG_CAT:serialization/connection_retry/auth/type_error/memory_lifecycle/streaming/platform_compat/error_handling/perf/api_surface/other/none. SVC_AREA:storage/identity/service_bus/event_hubs/openai/core/communication/search/monitor/keyvault/cosmos/app_config/arm_mgmt/ai_ml/other. not_a_bug=deprecation/question/docs/feature. Output ONLY lines.
#19281|closed|bug, Service Bus, Client, customer-reported|NullPointerException when trying to send message using ServiceBusSenderAsyncClie|**Query/Question** Getting NullPointerException when trying to send message usi
#19257|closed|bug, Storage, Client, customer-reported, Docs|[Storage][Docs] Document BlobItem.isPrefix to indicate that it is set to true fo|We have requirement to read only blob from a given directory, not from sub direc
#19255|closed|bug, Storage, Client, customer-reported|Download file with large file size (1GB/2GB) throws reactor.core.Exceptions$Reac|@rickle-msft @gapra-msft  We've handled download file in our case in different 
#19252|closed|bug, Storage, Client, customer-reported, Docs|azure-storage-blob-12.10 - Delete blob  - This operation is not permitted becaus|As per Java Docs `blobClient.delete()` should delete blob with snapshot., but it
#19246|closed|bug, Storage, Client, customer-reported, Track 1|[BUG] Can not download hidden files uploaded before with cloudFile.downloadToFil|**Describe the bug** Can not download hidden files uploaded before via Windows 
#19209|closed|bug, Storage, Client, customer-reported, needs-author-feedba|[BUG] Listing shares of a storage account throws a serialization exception when |**Describe the bug** Listing shares of a storage account throws a serialization
#19132|closed|question, bug, Storage, Client, customer-reported|Missing etag in response for disks larger than 6TB|**Describe the bug** When downloading a blob from a snapshot, library throws a 
#19130|closed|question, bug, Service Bus, Client, customer-reported|NullPointerException on com.microsoft.azure.servicebus.Message.getExpiresAtUtc()|On messages received by from deadletter queue: `Collection<IMessage> messages =
#18893|closed|bug, Storage, Client, customer-reported|[BUG] OOM issue when using com.azure.azure-storage-file-datalake-12.3.0.jar|**Describe the bug** This is a customer report issue.  Informatica is using a
#18881|closed|bug, Storage, Client, customer-reported, needs-team-attentio|[BUG] Iterating over result of BlobServiceClient.listBlobContainers results in i|**Describe the bug** Calling `BlobServiceClient.listBlobContainers` and iterati
#18834|closed|bug, Cosmos, Client, customer-reported, pillar-reliability|[BUG] Cosmos Bulk Insert: IllegalAccessError: com/azure/cosmos/ClientSideRequest|**Describe the bug**  When executing a bulk upsert code 95% similar to https:/
#18802|closed|bug, Storage, Client, customer-reported, needs-author-feedba|[BUG] Can not upload/download file after change to new Azure File Share client l|**Describe the bug** Call uploadFromFile() or downloadToFile() method from Shar
#18512|closed|bug, Azure.Core, customer-reported|[FEATURE REQ] Add support for latest OpenTelemetry versions to Azure Monitor Ope|Currently [Azure Monitor OpenTelemetry Exporter client library for Java](https:/
